r,omega,u
39.4375,40.0859,-0.125
39.375,40,-0.117188
39.3125,39.9219,-0.121094
39.25,39.8594,-0.128906
39.1875,39.7969,-0.132813
39.125,39.7617,-0.148438
39.0625,39.7344,-0.160156
39,39.7109,-0.164063
38.9375,39.6719,-0.164063
38.875,39.625,-0.160156
38.8125,39.5742,-0.164063
38.75,39.5117,-0.160156
38.6875,39.4219,-0.144531
38.625,39.3125,-0.128906
38.5625,39.1484,-0.09375
38.5,38.9609,-0.0664063
38.4375,38.7617,-0.046875
38.375,38.5859,-0.046875
38.3125,38.4609,-0.0664063
38.25,38.3867,-0.09375
38.1875,38.3359,-0.105469
38.125,38.3125,-0.125
38.0625,38.2852,-0.128906
38,38.2344,-0.117188
37.9375,38.1719,-0.109375
37.875,38.1094,-0.109375
37.8125,38.0625,-0.117188
37.75,37.9844,-0.105469
37.6875,37.8984,-0.0976563
37.625,37.8125,-0.09375
37.5625,37.7109,-0.0820313
37.5,37.6367,-0.09375
37.4375,37.5625,-0.09375
37.375,37.4844,-0.09375
37.3125,37.4219,-0.0976563
37.25,37.3594,-0.0976563
37.1875,37.3125,-0.105469
37.125,37.2617,-0.109375
37.0625,37.1992,-0.101563
37,37.1367,-0.101563
36.9375,37.0742,-0.101563
36.875,37.0234,-0.109375
36.8125,36.9844,-0.117188
36.75,36.9492,-0.121094
36.6875,36.9219,-0.132813
36.625,36.8984,-0.136719
36.5625,36.8594,-0.132813
36.5,36.8242,-0.136719
36.4375,36.7734,-0.132813
36.375,36.6992,-0.121094
36.3125,36.6094,-0.109375
36.25,36.4727,-0.078125
36.1875,36.3125,-0.0546875
36.125,36.125,-0.0273438
36.0625,35.9609,-0.0273438
36,35.8477,-0.046875
35.9375,35.7969,-0.0820313
35.875,35.7969,-0.113281
35.8125,35.7969,-0.121094
35.75,35.7969,-0.125
35.6875,35.7969,-0.132813
35.625,35.7969,-0.140625
35.5625,35.7852,-0.140625
35.5,35.7852,-0.152344
35.4375,35.7734,-0.152344
35.375,35.7344,-0.144531
35.3125,35.6992,-0.148438
35.25,35.6719,-0.160156
35.1875,35.6367,-0.15625
35.125,35.5977,-0.160156
35.0625,35.5469,-0.15625
35,35.5,-0.160156
34.9375,35.4375,-0.15625
34.875,35.3477,-0.140625
34.8125,35.25,-0.132813
34.75,35.1367,-0.121094
34.6875,35.0352,-0.125
34.625,34.9492,-0.128906
34.5625,34.875,-0.136719
34.5,34.7852,-0.128906
34.4375,34.7109,-0.132813
34.375,34.6367,-0.132813
34.3125,34.5742,-0.140625
34.25,34.5117,-0.140625
34.1875,34.4375,-0.132813
34.125,34.3594,-0.132813
34.0625,34.2852,-0.132813
34,34.2227,-0.140625
33.9375,34.1484,-0.132813
33.875,34.0742,-0.132813
33.8125,34,-0.132813
33.75,33.9375,-0.136719
33.6875,33.875,-0.140625
33.625,33.8125,-0.140625
33.5625,33.7617,-0.148438
33.5,33.7227,-0.15625
33.4375,33.6719,-0.152344
33.375,33.6367,-0.164063
33.3125,33.5859,-0.160156
33.25,33.5117,-0.144531
33.1875,33.4375,-0.144531
33.125,33.3594,-0.144531
33.0625,33.2617,-0.128906
33,33.1094,-0.09375
32.9375,32.9492,-0.078125
32.875,32.7852,-0.0664063
32.8125,32.6602,-0.078125
32.75,32.5742,-0.09375
32.6875,32.5234,-0.113281
32.625,32.4844,-0.125
32.5625,32.4609,-0.132813
32.5,32.4375,-0.136719
32.4375,32.4102,-0.140625
32.375,32.3594,-0.128906
32.3125,32.3125,-0.132813
32.25,32.25,-0.125
32.1875,32.1719,-0.117188
32.125,32.1094,-0.125
32.0625,32.0352,-0.117188
32,31.9492,-0.105469
31.9375,31.875,-0.113281
31.875,31.7852,-0.101563
31.8125,31.7109,-0.105469
31.75,31.6367,-0.105469
31.6875,31.5625,-0.105469
31.625,31.5117,-0.117188
31.5625,31.4492,-0.109375
31.5,31.3984,-0.117188
31.4375,31.3477,-0.121094
31.375,31.2969,-0.121094
31.3125,31.25,-0.121094
31.25,31.1992,-0.121094
31.1875,31.1367,-0.117188
31.125,31.0859,-0.125
31.0625,31.0352,-0.125
31,31,-0.132813
30.9375,30.9609,-0.136719
30.875,30.9375,-0.148438
30.8125,30.8984,-0.144531
30.75,30.8477,-0.140625
30.6875,30.8125,-0.148438
30.625,30.7344,-0.128906
30.5625,30.6484,-0.121094
30.5,30.5234,-0.09375
30.4375,30.3477,-0.0546875
30.375,30.1367,-0.0195313
30.3125,29.9375,-0.0117188
30.25,29.7734,-0.015625
30.1875,29.6875,-0.0507813
30.125,29.6484,-0.078125
30.0625,29.6484,-0.101563
30,29.6484,-0.109375
29.9375,29.6484,-0.113281
29.875,29.6484,-0.121094
29.8125,29.6484,-0.125
29.75,29.6367,-0.125
29.6875,29.625,-0.128906
29.625,29.6094,-0.136719
29.5625,29.5859,-0.132813
29.5,29.5352,-0.121094
29.4375,29.5,-0.128906
29.375,29.4375,-0.117188
29.3125,29.375,-0.117188
29.25,29.2852,-0.101563
29.1875,29.1992,-0.0976563
29.125,29.1094,-0.0976563
29.0625,29.0234,-0.09375
29,28.9492,-0.0976563
28.9375,28.875,-0.0976563
28.875,28.7969,-0.09375
28.8125,28.7344,-0.101563
28.75,28.6719,-0.101563
28.6875,28.6094,-0.101563
28.625,28.5625,-0.109375
28.5625,28.5117,-0.109375
28.5,28.4492,-0.101563
28.4375,28.3867,-0.101563
28.375,28.3359,-0.109375
28.3125,28.2852,-0.109375
28.25,28.2109,-0.0976563
28.1875,28.1484,-0.101563
28.125,28.0859,-0.101563
28.0625,28.0234,-0.101563
28,27.9492,-0.09375
27.9375,27.8984,-0.109375
27.875,27.8477,-0.109375
27.8125,27.8242,-0.125
27.75,27.7969,-0.128906
27.6875,27.7734,-0.132813
27.625,27.7617,-0.148438
27.5625,27.7227,-0.136719
27.5,27.6875,-0.140625
27.4375,27.6602,-0.152344
27.375,27.625,-0.148438
27.3125,27.5859,-0.152344
27.25,27.5352,-0.148438
27.1875,27.4727,-0.140625
27.125,27.3984,-0.136719
27.0625,27.2852,-0.109375
27,27.1602,-0.0976563
26.9375,27.0117,-0.0742188
26.875,26.8594,-0.0664063
26.8125,26.7344,-0.0742188
26.75,26.6484,-0.0898438
26.6875,26.6094,-0.117188
26.625,26.5859,-0.128906
26.5625,26.5742,-0.140625
26.5,26.5469,-0.136719
26.4375,26.5117,-0.132813
26.375,26.4844,-0.144531
26.3125,26.4609,-0.148438
26.25,26.4219,-0.144531
26.1875,26.3867,-0.148438
26.125,26.3359,-0.144531
26.0625,26.2734,-0.140625
26,26.2227,-0.148438
25.9375,26.1602,-0.140625
25.875,26.0859,-0.132813
25.8125,26.0117,-0.132813
25.75,25.9375,-0.132813
25.6875,25.8594,-0.132813
25.625,25.7852,-0.132813
25.5625,25.6875,-0.117188
25.5,25.6094,-0.128906
25.4375,25.5234,-0.117188
25.375,25.4492,-0.125
25.3125,25.375,-0.125
25.25,25.3125,-0.128906
25.1875,25.2617,-0.136719
25.125,25.1992,-0.132813
25.0625,25.125,-0.125
25,25.0625,-0.132813
24.9375,25.0117,-0.140625
24.875,24.9727,-0.148438
24.8125,24.9219,-0.144531
24.75,24.875,-0.144531
24.6875,24.8359,-0.15625
24.625,24.7852,-0.152344
24.5625,24.7344,-0.152344
24.5,24.6484,-0.132813
24.4375,24.5234,-0.105469
24.375,24.3594,-0.0742188
24.3125,24.1719,-0.0507813
24.25,23.9844,-0.0351563
24.1875,23.8242,-0.0351563
24.125,23.7227,-0.0625
24.0625,23.6875,-0.0976563
24,23.6875,-0.121094
23.9375,23.6875,-0.128906
23.875,23.6875,-0.132813
23.8125,23.6875,-0.140625
23.75,23.6719,-0.140625
23.6875,23.6602,-0.144531
23.625,23.6367,-0.140625
23.5625,23.5977,-0.136719
23.5,23.5625,-0.140625
23.4375,23.5117,-0.136719
23.375,23.4609,-0.136719
23.3125,23.4102,-0.140625
23.25,23.3242,-0.117188
23.1875,23.2344,-0.117188
23.125,23.1484,-0.113281
23.0625,23.0469,-0.101563
23,22.9609,-0.105469
22.9375,22.8867,-0.109375
22.875,22.8125,-0.109375
22.8125,22.75,-0.117188
22.75,22.6875,-0.117188
22.6875,22.6367,-0.125
22.625,22.5742,-0.117188
22.5625,22.5234,-0.125
22.5,22.4609,-0.117188
22.4375,22.4102,-0.125
22.375,22.3477,-0.121094
22.3125,22.2969,-0.128906
22.25,22.2344,-0.121094
22.1875,22.1602,-0.113281
22.125,22.0977,-0.121094
22.0625,22.0352,-0.121094
22,21.9727,-0.117188
21.9375,21.9102,-0.117188
21.875,21.8477,-0.117188
21.8125,21.8125,-0.132813
21.75,21.7852,-0.144531
21.6875,21.7617,-0.148438
21.625,21.7344,-0.152344
21.5625,21.6992,-0.152344
21.5,21.6719,-0.160156
21.4375,21.6367,-0.160156
21.375,21.5977,-0.164063
21.3125,21.5469,-0.15625
21.25,21.4727,-0.144531
21.1875,21.375,-0.128906
21.125,21.25,-0.109375
21.0625,21.0859,-0.078125
21,20.8984,-0.0507813
20.9375,20.7227,-0.046875
20.875,20.5742,-0.0507813
20.8125,20.4609,-0.0625
20.75,20.4102,-0.09375
20.6875,20.375,-0.101563
20.625,20.3594,-0.121094
20.5625,20.3359,-0.117188
20.5,20.2969,-0.113281
20.4375,20.2617,-0.113281
20.375,20.2227,-0.117188
20.3125,20.1719,-0.109375
20.25,20.125,-0.113281
20.1875,20.0625,-0.105469
20.125,20,-0.105469
20.0625,19.9102,-0.0898438
20,19.8359,-0.09375
19.9375,19.7617,-0.0898438
19.875,19.6875,-0.0898438
19.8125,19.6094,-0.0859375
19.75,19.5352,-0.0859375
19.6875,19.4844,-0.0976563
19.625,19.4219,-0.0898438
19.5625,19.375,-0.0976563
19.5,19.3242,-0.0976563
19.4375,19.2734,-0.101563
19.375,19.2227,-0.101563
19.3125,19.1719,-0.101563
19.25,19.125,-0.101563
19.1875,19.0742,-0.101563
19.125,19.0352,-0.113281
19.0625,19,-0.113281
19,18.9609,-0.117188
18.9375,18.9375,-0.125
18.875,18.9102,-0.128906
18.8125,18.8867,-0.136719
18.75,18.8477,-0.132813
18.6875,18.7969,-0.125
18.625,18.75,-0.128906
18.5625,18.6719,-0.113281
18.5,18.5742,-0.0976563
18.4375,18.4375,-0.0703125
18.375,18.2617,-0.0390625
18.3125,18.0859,-0.0234375
18.25,17.9375,-0.0273438
18.1875,17.8359,-0.046875
18.125,17.8125,-0.0898438
18.0625,17.8125,-0.109375
18,17.8125,-0.113281
17.9375,17.8125,-0.121094
17.875,17.8125,-0.125
17.8125,17.8125,-0.132813
17.75,17.7969,-0.132813
17.6875,17.7969,-0.144531
17.625,17.7852,-0.144531
17.5625,17.7734,-0.152344
17.5,17.75,-0.148438
17.4375,17.7109,-0.144531
17.375,17.6719,-0.148438
17.3125,17.6367,-0.152344
17.25,17.5977,-0.15625
17.1875,17.5625,-0.160156
17.125,17.5117,-0.15625
17.0625,17.4609,-0.160156
17,17.375,-0.140625
16.9375,17.2852,-0.136719
16.875,17.1719,-0.121094
16.8125,17.0742,-0.125
16.75,16.9844,-0.128906
16.6875,16.9102,-0.132813
16.625,16.8242,-0.125
16.5625,16.75,-0.132813
16.5,16.6719,-0.128906
16.4375,16.5977,-0.128906
16.375,16.5352,-0.136719
16.3125,16.4727,-0.136719
16.25,16.4102,-0.136719
16.1875,16.3359,-0.128906
16.125,16.2734,-0.136719
16.0625,16.1992,-0.128906
16,16.125,-0.128906
15.9375,16.0625,-0.136719
15.875,15.9844,-0.128906
15.8125,15.9102,-0.128906
15.75,15.8477,-0.136719
15.6875,15.7969,-0.144531
15.625,15.7617,-0.152344
15.5625,15.7227,-0.15625
15.5,15.6875,-0.160156
15.4375,15.6367,-0.15625
15.375,15.5742,-0.148438
15.3125,15.5117,-0.152344
15.25,15.4492,-0.152344
15.1875,15.375,-0.144531
15.125,15.2617,-0.121094
15.0625,15.125,-0.101563
15,14.9609,-0.0742188
14.9375,14.7969,-0.0664063
14.875,14.6602,-0.0703125
14.8125,14.5742,-0.09375
14.75,14.5234,-0.113281
14.6875,14.4844,-0.121094
14.625,14.4727,-0.136719
14.5625,14.4492,-0.136719
14.5,14.4102,-0.132813
14.4375,14.3594,-0.125
14.375,14.3125,-0.128906
14.3125,14.2617,-0.128906
14.25,14.2109,-0.128906
14.1875,14.1367,-0.117188
14.125,14.0625,-0.113281
14.0625,13.9844,-0.113281
14,13.9102,-0.109375
13.9375,13.8242,-0.101563
13.875,13.75,-0.105469
13.8125,13.6719,-0.105469
13.75,13.5977,-0.101563
13.6875,13.5352,-0.109375
13.625,13.4727,-0.109375
13.5625,13.4219,-0.117188
13.5,13.3867,-0.125
13.4375,13.3359,-0.121094
13.375,13.2734,-0.113281
13.3125,13.2227,-0.121094
13.25,13.1719,-0.121094
13.1875,13.125,-0.121094
13.125,13.0742,-0.125
13.0625,13.0234,-0.125
13,12.9844,-0.132813
12.9375,12.9492,-0.136719
12.875,12.9219,-0.148438
12.8125,12.8867,-0.144531
12.75,12.8477,-0.148438
12.6875,12.7969,-0.140625
12.625,12.7344,-0.136719
12.5625,12.6367,-0.113281
12.5,12.4844,-0.078125
12.4375,12.2969,-0.0429688
12.375,12.0977,-0.0234375
12.3125,11.8984,-0.0078125
12.25,11.7344,-0.0117188
12.1875,11.6602,-0.0546875
12.125,11.6367,-0.0820313
12.0625,11.6367,-0.101563
12,11.6367,-0.105469
11.9375,11.6367,-0.113281
11.875,11.6367,-0.117188
11.8125,11.6367,-0.125
11.75,11.6367,-0.132813
11.6875,11.625,-0.128906
11.625,11.5977,-0.128906
11.5625,11.5742,-0.132813
11.5,11.5352,-0.128906
11.4375,11.4844,-0.121094
11.375,11.4375,-0.125
11.3125,11.3594,-0.109375
11.25,11.2852,-0.109375
11.1875,11.1875,-0.0898438
11.125,11.0977,-0.09375
11.0625,11.0117,-0.0898438
11,10.9375,-0.0976563
10.9375,10.8594,-0.09375
10.875,10.7969,-0.101563
10.8125,10.7344,-0.101563
10.75,10.6602,-0.09375
10.6875,10.6094,-0.105469
10.625,10.5625,-0.109375
10.5625,10.5,-0.101563
10.5,10.4492,-0.109375
10.4375,10.3867,-0.101563
10.375,10.3359,-0.109375
10.3125,10.2734,-0.101563
10.25,10.2109,-0.101563
10.1875,10.1367,-0.09375
10.125,10.0742,-0.101563
10.0625,10.0117,-0.101563
10,9.94922,-0.101563
9.9375,9.88672,-0.0976563
9.875,9.84766,-0.113281
9.8125,9.82422,-0.125
9.75,9.79688,-0.128906
9.6875,9.77344,-0.132813
9.625,9.75,-0.136719
9.5625,9.72266,-0.140625
9.5,9.6875,-0.140625
9.4375,9.66016,-0.148438
9.375,9.625,-0.148438
9.3125,9.57422,-0.144531
9.25,9.52344,-0.144531
9.1875,9.46094,-0.140625
9.125,9.38672,-0.132813
9.0625,9.28516,-0.117188
9,9.14844,-0.0898438
8.9375,9,-0.0742188
8.875,8.84766,-0.0625
8.8125,8.72266,-0.0703125
8.75,8.63672,-0.0859375
8.6875,8.59766,-0.113281
8.625,8.58594,-0.132813
8.5625,8.57422,-0.136719
8.5,8.54688,-0.136719
8.4375,8.51172,-0.132813
8.375,8.48438,-0.144531
8.3125,8.46094,-0.148438
8.25,8.42188,-0.144531
8.1875,8.38672,-0.148438
8.125,8.33594,-0.144531
8.0625,8.27344,-0.136719
8,8.22266,-0.144531
7.9375,8.16016,-0.140625
7.875,8.09766,-0.140625
7.8125,8.02344,-0.132813
7.75,7.9375,-0.125
7.6875,7.85938,-0.132813
7.625,7.77344,-0.121094
7.5625,7.69922,-0.128906
7.5,7.60938,-0.121094
7.4375,7.53516,-0.125
7.375,7.44922,-0.117188
7.3125,7.38672,-0.128906
7.25,7.3125,-0.121094
7.1875,7.26172,-0.136719
7.125,7.19922,-0.128906
7.0625,7.13672,-0.128906
7,7.07422,-0.132813
6.9375,7.01172,-0.132813
6.875,6.97266,-0.148438
6.8125,6.9375,-0.152344
6.75,6.88672,-0.144531
6.6875,6.83594,-0.148438
6.625,6.78516,-0.148438
6.5625,6.73438,-0.152344
6.5,6.66016,-0.136719
6.4375,6.53516,-0.105469
6.375,6.38672,-0.0859375
6.3125,6.1875,-0.0429688
6.25,6,-0.0351563
6.1875,5.83594,-0.0351563
6.125,5.72266,-0.0546875
6.0625,5.6875,-0.0976563
6,5.6875,-0.121094
5.9375,5.6875,-0.128906
5.875,5.6875,-0.132813
5.8125,5.6875,-0.140625
5.75,5.67188,-0.136719
5.6875,5.64844,-0.136719
5.625,5.63672,-0.148438
5.5625,5.59766,-0.136719
5.5,5.5625,-0.140625
5.4375,5.52344,-0.144531
5.375,5.47266,-0.136719
5.3125,5.41016,-0.132813
5.25,5.32422,-0.117188
5.1875,5.23438,-0.113281
5.125,5.14844,-0.113281
5.0625,5.0625,-0.109375
5,4.96094,-0.0976563
4.9375,4.88672,-0.109375
4.875,4.82422,-0.117188
4.8125,4.75,-0.109375
4.75,4.6875,-0.113281
4.6875,4.63672,-0.121094
4.625,4.58594,-0.125
4.5625,4.52344,-0.117188
4.5,4.47266,-0.125
4.4375,4.41016,-0.117188
4.375,4.34766,-0.117188
4.3125,4.28516,-0.117188
4.25,4.23438,-0.125
4.1875,4.17188,-0.121094
4.125,4.10938,-0.121094
4.0625,4.03516,-0.113281
4,3.97266,-0.117188
3.9375,3.92188,-0.125
3.875,3.85938,-0.121094
3.8125,3.82422,-0.136719
3.75,3.79688,-0.144531
3.6875,3.76172,-0.140625
3.625,3.73438,-0.152344
3.5625,3.69922,-0.148438
3.5,3.67188,-0.160156
3.4375,3.63672,-0.15625
3.375,3.60938,-0.167969
3.3125,3.54688,-0.152344
3.25,3.47266,-0.144531
3.1875,3.38672,-0.136719
3.125,3.27344,-0.117188
3.0625,3.10938,-0.0820313
3,2.91016,-0.046875
2.9375,2.72266,-0.0390625
2.875,2.57422,-0.046875
2.8125,2.46094,-0.0625
2.75,2.38672,-0.078125
2.6875,2.35938,-0.105469
2.625,2.33594,-0.109375
2.5625,2.32422,-0.121094
2.5,2.28516,-0.109375
2.4375,2.26172,-0.121094
2.375,2.21094,-0.109375
2.3125,2.16016,-0.109375
2.25,2.10938,-0.109375
2.1875,2.04688,-0.101563
2.125,1.98438,-0.101563
2.0625,1.91016,-0.09375
2,1.82422,-0.0859375
1.9375,1.75,-0.0898438
1.875,1.67188,-0.0859375
1.8125,1.60938,-0.09375
1.75,1.53516,-0.0820313
1.6875,1.48438,-0.0976563
1.625,1.42188,-0.0898438
1.5625,1.375,-0.0976563
1.5,1.32422,-0.0976563
1.4375,1.27344,-0.0976563
1.375,1.22266,-0.0976563
1.3125,1.1875,-0.109375
1.25,1.13672,-0.101563
1.1875,1.07422,-0.09375
1.125,1.03516,-0.109375
1.0625,1,-0.113281
1,0.972656,-0.125
0.9375,0.9375,-0.121094
0.875,0.910156,-0.128906
0.8125,0.875,-0.125
0.75,0.847656,-0.136719
0.6875,0.796875,-0.125
0.625,0.75,-0.128906
0.5625,0.6875,-0.121094
0.5,0.585938,-0.0976563
0.4375,0.449219,-0.0703125
0.375,0.285156,-0.046875
0.3125,0.109375,-0.0273438
0.25,-0.0351563,-0.03125
0.1875,-0.148438,-0.0429688
0.125,-0.1875,-0.0820313
0.0625,-0.1875,-0.109375
0,-0.1875,-0.113281
0.0625,-0.1875,-0.121094
0.125,-0.1875,-0.125
0.1875,-0.1875,-0.132813
0.25,-0.1875,-0.136719
0.3125,-0.199219,-0.132813
0.375,-0.210938,-0.136719
0.4375,-0.210938,-0.148438
0.5,-0.234375,-0.136719
0.5625,-0.25,-0.148438
0.625,-0.285156,-0.132813
0.6875,-0.296875,-0.148438
0.75,-0.3125,-0.152344
0.8125,-0.335938,-0.144531
0.875,-0.347656,-0.152344
0.9375,-0.359375,-0.152344
1,-0.386719,-0.144531
1.0625,-0.410156,-0.144531
1.125,-0.421875,-0.152344
1.1875,-0.449219,-0.144531
1.25,-0.460938,-0.148438
1.3125,-0.484375,-0.140625
1.375,-0.511719,-0.136719
1.4375,-0.535156,-0.132813
1.5,-0.546875,-0.136719
1.5625,-0.5625,-0.136719
1.625,-0.585938,-0.125
1.6875,-0.609375,-0.121094
1.75,-0.625,-0.125
1.8125,-0.636719,-0.121094
1.875,-0.648438,-0.113281
1.9375,-0.660156,-0.109375
2,-0.671875,-0.105469
2.0625,-0.671875,-0.109375
2.125,-0.671875,-0.105469
2.1875,-0.671875,-0.101563
2.25,-0.671875,-0.09375
2.3125,-0.671875,-0.0898438
2.375,-0.671875,-0.0859375
2.4375,-0.671875,-0.078125
2.5,-0.671875,-0.0742188
2.5625,-0.671875,-0.0664063
2.625,-0.671875,-0.0585938
2.6875,-0.671875,-0.0546875
2.75,-0.671875,-0.046875
2.8125,-0.671875,-0.0390625
2.875,-0.671875,-0.03125
2.9375,-0.671875,-0.0234375
3,-0.671875,-0.015625
3.0625,-0.671875,-0.00390625
3.125,-0.671875,0
3.1875,-0.671875,0.0117188
3.25,-0.671875,0.0195313
3.3125,-0.660156,0.0234375
3.375,-0.660156,0.0390625
3.4375,-0.660156,0.0507813
3.5,-0.660156,0.0625
3.5625,-0.660156,0.0742188
3.625,-0.648438,0.078125
3.6875,-0.636719,0.0859375
3.75,-0.597656,0.0820313
3.8125,-0.546875,0.0859375
3.875,-0.484375,0.0820313
3.9375,-0.398438,0.0742188
4,-0.285156,0.0625
4.0625,-0.171875,0.0625
4.125,-0.0742188,0.0703125
4.1875,-0.0117188,0.0976563
4.25,0.0234375,0.117188
4.3125,0.0351563,0.144531
4.375,0.0351563,0.164063
4.4375,0.0625,0.160156
4.5,0.0976563,0.164063
4.5625,0.148438,0.167969
4.625,0.222656,0.160156
4.6875,0.285156,0.175781
4.75,0.347656,0.183594
4.8125,0.410156,0.191406
4.875,0.472656,0.199219
4.9375,0.5625,0.195313
5,0.699219,0.167969
5.0625,0.886719,0.136719
5.125,1.10938,0.109375
5.1875,1.33594,0.0976563
5.25,1.51172,0.117188
5.3125,1.66016,0.128906
5.375,1.79688,0.132813
5.4375,1.92188,0.140625
5.5,2.03516,0.148438
5.5625,2.14844,0.148438
5.625,2.26172,0.148438
5.6875,2.38672,0.140625
5.75,2.52344,0.132813
5.8125,2.66016,0.132813
5.875,2.78516,0.136719
5.9375,2.88672,0.152344
6,2.96094,0.167969
6.0625,3.01172,0.191406
6.125,3.0625,0.199219
6.1875,3.125,0.195313
6.25,3.21094,0.1875
6.3125,3.3125,0.183594
6.375,3.46094,0.152344
6.4375,3.63672,0.136719
6.5,3.875,0.0898438
6.5625,4.09766,0.0820313
6.625,4.29688,0.0859375
6.6875,4.46094,0.0976563
6.75,4.60938,0.0976563
6.8125,4.73438,0.109375
6.875,4.84766,0.113281
6.9375,4.96094,0.113281
7,5.0625,0.117188
7.0625,5.16016,0.117188
7.125,5.25,0.125
7.1875,5.33594,0.125
7.25,5.42188,0.125
7.3125,5.53516,0.109375
7.375,5.66016,0.101563
7.4375,5.78516,0.0976563
7.5,5.89844,0.101563
7.5625,5.98438,0.113281
7.625,6.03516,0.136719
7.6875,6.0625,0.15625
7.75,6.07422,0.171875
7.8125,6.09766,0.171875
7.875,6.13672,0.171875
7.9375,6.1875,0.171875
8,6.25,0.167969
8.0625,6.28516,0.1875
8.125,6.33594,0.1875
8.1875,6.39844,0.183594
8.25,6.44922,0.195313
8.3125,6.52344,0.1875
8.375,6.625,0.171875
8.4375,6.76172,0.148438
8.5,6.94922,0.113281
8.5625,7.17188,0.078125
8.625,7.38672,0.0742188
8.6875,7.54688,0.0898438
8.75,7.6875,0.0976563
8.8125,7.8125,0.0976563
8.875,7.89844,0.117188
8.9375,7.98438,0.117188
9,8.0625,0.121094
9.0625,8.13672,0.121094
9.125,8.22266,0.113281
9.1875,8.32422,0.105469
9.25,8.42188,0.101563
9.3125,8.53516,0.09375
9.375,8.64844,0.0898438
9.4375,8.73438,0.101563
9.5,8.79688,0.113281
9.5625,8.84766,0.121094
9.625,8.875,0.140625
9.6875,8.89844,0.148438
9.75,8.92188,0.152344
9.8125,8.94922,0.15625
9.875,8.98438,0.15625
9.9375,9.02344,0.160156
10,9.0625,0.164063
10.0625,9.10938,0.164063
10.125,9.16016,0.167969
10.1875,9.21094,0.167969
10.25,9.26172,0.171875
10.3125,9.33594,0.160156
10.375,9.4375,0.148438
10.4375,9.5625,0.128906
10.5,9.72266,0.101563
10.5625,9.89844,0.0820313
10.625,10.0469,0.0898438
10.6875,10.1719,0.0976563
10.75,10.25,0.121094
10.8125,10.3242,0.121094
10.875,10.3984,0.121094
10.9375,10.4844,0.113281
11,10.5742,0.109375
11.0625,10.6484,0.117188
11.125,10.7344,0.105469
11.1875,10.7969,0.121094
11.25,10.8594,0.121094
11.3125,10.9375,0.113281
11.375,11,0.121094
11.4375,11.0625,0.121094
11.5,11.125,0.121094
11.5625,11.1719,0.132813
11.625,11.2344,0.125
11.6875,11.2852,0.132813
11.75,11.3477,0.128906
11.8125,11.4102,0.128906
11.875,11.5,0.113281
11.9375,11.5977,0.105469
12,11.6992,0.101563
12.0625,11.7969,0.0976563
12.125,11.8867,0.101563
12.1875,11.9609,0.105469
12.25,11.9844,0.136719
12.3125,12.0117,0.140625
12.375,12.0352,0.144531
12.4375,12.0469,0.160156
12.5,12.0859,0.148438
12.5625,12.125,0.152344
12.625,12.1602,0.15625
12.6875,12.1875,0.167969
12.75,12.2109,0.175781
12.8125,12.2344,0.179688
12.875,12.2617,0.1875
12.9375,12.2969,0.183594
13,12.3359,0.1875
13.0625,12.3867,0.183594
13.125,12.4219,0.195313
13.1875,12.4844,0.1875
13.25,12.5742,0.171875
13.3125,12.6719,0.164063
13.375,12.8242,0.128906
13.4375,13.0117,0.0976563
13.5,13.2227,0.0703125
13.5625,13.3984,0.078125
13.625,13.5352,0.0898438
13.6875,13.6602,0.0898438
13.75,13.75,0.105469
13.8125,13.8359,0.101563
13.875,13.8984,0.117188
13.9375,13.9609,0.117188
14,14.0234,0.117188
14.0625,14.0625,0.132813
14.125,14.1094,0.125
14.1875,14.1719,0.121094
14.25,14.2344,0.117188
14.3125,14.3125,0.109375
14.375,14.3984,0.101563
14.4375,14.4727,0.105469
14.5,14.5625,0.0976563
14.5625,14.625,0.109375
14.625,14.6875,0.109375
14.6875,14.7227,0.125
14.75,14.75,0.136719
14.8125,14.7734,0.140625
14.875,14.7969,0.144531
14.9375,14.8242,0.148438
15,14.8477,0.152344
15.0625,14.8867,0.148438
15.125,14.9219,0.152344
15.1875,14.9609,0.15625
15.25,15,0.160156
15.3125,15.0352,0.160156
15.375,15.0742,0.164063
15.4375,15.125,0.160156
15.5,15.1602,0.171875
15.5625,15.2109,0.167969
15.625,15.2734,0.164063
15.6875,15.3477,0.15625
15.75,15.4609,0.132813
15.8125,15.6094,0.105469
15.875,15.7852,0.078125
15.9375,15.9844,0.0507813
16,16.1719,0.0429688
16.0625,16.3242,0.0507813
16.125,16.4492,0.0585938
16.1875,16.5625,0.0585938
16.25,16.6602,0.0585938
16.3125,16.7344,0.0703125
16.375,16.7969,0.0742188
16.4375,16.8477,0.078125
16.5,16.8984,0.078125
16.5625,16.9375,0.0859375
16.625,16.9727,0.0898438
16.6875,17.0117,0.0898438
16.75,17.0469,0.09375
16.8125,17.0859,0.09375
16.875,17.1367,0.0859375
16.9375,17.1719,0.09375
17,17.2109,0.0976563
17.0625,17.25,0.0976563
17.125,17.2852,0.101563
17.1875,17.3359,0.09375
17.25,17.3867,0.09375
17.3125,17.4492,0.0898438
17.375,17.5234,0.078125
17.4375,17.6094,0.0703125
17.5,17.6992,0.0664063
17.5625,17.7969,0.0546875
17.625,17.875,0.0664063
17.6875,17.9375,0.0703125
17.75,17.9609,0.09375
17.8125,17.9609,0.113281
17.875,17.9609,0.117188
17.9375,17.9609,0.125
18,17.9727,0.125
