r,u,omega
1.300000,0.850000,1.298611
1.300000,0.860000,1.319444
1.300000,0.860000,1.333333
1.300000,0.860000,1.354167
1.300000,0.860000,1.354167
1.300000,0.860000,1.368056
1.300000,0.860000,1.375000
1.300000,0.860000,1.388889
1.300000,0.860000,1.381944
1.300000,0.860000,1.388889
1.300000,0.860000,1.402778
1.300000,0.860000,1.395833
1.300000,0.860000,1.395833
1.300000,0.850000,1.402778
1.300000,0.850000,1.402778
1.300000,0.850000,1.395833
1.300000,0.850000,1.402778
1.300000,0.850000,1.402778
1.300000,0.850000,1.395833
1.300000,0.840000,1.388889
1.300000,0.840000,1.395833
1.300000,0.840000,1.395833
1.300000,0.840000,1.381944
1.300000,0.840000,1.381944
1.300000,0.840000,1.388889
1.300000,0.830000,1.381944
1.300000,0.830000,1.375000
1.300000,0.830000,1.368056
1.300000,0.830000,1.381944
1.300000,0.830000,1.368056
1.300000,0.830000,1.361111
1.300000,0.830000,1.361111
1.300000,0.830000,1.368056
1.300000,0.830000,1.354167
1.300000,0.820000,1.354167
1.300000,0.820000,1.354167
1.300000,0.820000,1.354167
1.300000,0.820000,1.354167
1.300000,0.820000,1.347222
1.300000,0.820000,1.347222
1.300000,0.820000,1.347222
1.300000,0.820000,1.340278
1.300000,0.820000,1.340278
1.300000,0.820000,1.347222
1.300000,0.820000,1.340278
1.300000,0.820000,1.340278
1.300000,0.820000,1.340278
1.300000,0.820000,1.340278
1.300000,0.820000,1.333333
1.300000,0.820000,1.333333
1.300000,0.820000,1.340278
1.300000,0.820000,1.333333
1.300000,0.820000,1.333333
1.300000,0.820000,1.333333
1.300000,0.820000,1.340278
1.300000,0.820000,1.333333
1.300000,0.820000,1.326389
1.300000,0.820000,1.333333
1.300000,0.820000,1.340278
1.300000,0.820000,1.326389
1.300000,0.820000,1.326389
1.300000,0.820000,1.333333
1.300000,0.820000,1.340278
1.300000,0.820000,1.326389
1.300000,0.820000,1.326389
1.300000,0.820000,1.333333
1.300000,0.820000,1.333333
